SYSNO,Author,Advisor,Title_Pt,Subtitle_pt,Title_En,Subtitle_en,Type,Field,Year,Keywords,Subject(Library)
1078868,"Birchal, Telma de Souza","Silva, Franklin Leopoldo e",Montaigne e seus duplos,elementos para uma história da subjetividade,NA,NA,Tese (Doutorado),FILOSOFIA,2e3,NA,FILOSOFIA DO RENASCIMENTO
1082791,"Repa, Luiz Sérgio","Terra, Ricardo Ribeiro",Habermas e a reconstrução do conceito hegeliano de modernidade,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2e3,NA,FILOSOFIA CONTEMPORÂNEA
1082797,"Francisco, Reinaldo Abelísio","Nascimento, Maria das Graças de Souza",Três argumentos da crítica da religião em Voltaire,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2e3,NA,FILOSOFIA MODERNA|RELIGIAO (FILOSOFIA)
1085743,"Kawano, Marta","Santos, Luiz Henrique Lopes dos",A linguagem dos homens e a alinguagem de Deus,sobre a crítica à filosofia em George Berkeley,NA,NA,Dissertação (Mestrado),FILOSOFIA,2e3,NA,FILOSOFIA MODERNA|FILOSOFIA DA LINGUAGEM
1088349,"Lopes, Marisa da Silva","Santos, Luiz Henrique Lopes dos",A relação entre virtude moral e phronêsis no livro IV da Ètica Nicomaquéia,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2e3,NA,FILOSOFIA ANTIGA|ÉTICA|MORAL|VIRTUDE
1088359,"Donatelli, Marisa Carneiro de Oliveira Franco","Nascimento, Maria das Graças de Souza",Da máquina corpórea ao corpo sensível,a medicina em Descartes,NA,NA,Tese (Doutorado),FILOSOFIA,2e3,NA,FILOSOFIA MODERNA
1100594,"Fornazari, Sandro Kobol","Marton, Scarlett",Filosofia e autoria em 'Ecce Homo' de Nietzsche,autobiotipografia,NA,NA,Dissertação (Mestrado),FILOSOFIA,2e3,NA,FILOSOFIA CONTEMPORÂNEA
1100838,"Barboza, Jair","Cacciola, Maria Lúcia Mello de Oliveira",Infinitude subjetiva e estética ;,a recepção e assimilação dos conceitos de natureza e arte de Schelling em Schopenhauer,NA,NA,Tese (Doutorado),FILOSOFIA,2e3,NA,NA
1102669,"Braga, Eduardo Cardoso","Nascimento, Maria das Graças de Souza",Epistemologia e política no pensamento de Jean-Jacques Rousseau,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2e3,NA,FILOSOFIA MODERNA
1102968,"Costa, Jorge José da","Nascimento, Milton Meira do",A soberania compartilhada,representação legislativa e liberdade política em Montesquieu,NA,NA,Dissertação (Mestrado),FILOSOFIA,2e3,NA,FILOSOFIA MODERNA|LIBERDADE POLÍTICA
1102971,"Battisti, César Augusto","Chiappin, José Raimundo Novaes",O método de análise em Descartes,da resolução de problemas à constituição do sistema do conhecimento,NA,NA,Tese (Doutorado),FILOSOFIA,2e3,NA,FILOSOFIA MODERNA
1103768,"Muñoz, Yolanda Glória Gamboa","Ribeiro, Renato Janine",Escolher a montanha,os curiosos percursos de Paul Veyne,NA,NA,Tese (Doutorado),FILOSOFIA,2e3,NA,FILOSOFIA CONTEMPORÂNEA|HISTÓRIA (TEORIA)
1104426,"Nader, Pedro Eduardo Portilho de","Ribeiro, Renato Janine",O tempo que se conta,a nova história tal como ela se faz,NA,NA,Tese (Doutorado),FILOSOFIA,2e3,NA,FILOSOFIA|HISTÓRIA
1104558,"Pinto, Débora Cristina Morato","Silva, Franklin Leopoldo e",Consciência e corpo como memória,"subjetividade, atenção e vida à luz da filosofia da duração",NA,NA,Tese (Doutorado),FILOSOFIA,2e3,NA,FILOSOFIA CONTEMPORÂNEA
1104693,"Rossetti, Regina","Silva, Franklin Leopoldo e",A essência imanente da realidade movente,movimento e totalidade em Bergson,NA,NA,Tese (Doutorado),FILOSOFIA,2e3,NA,FILOSOFIA CONTEMPORÂNEA
1104921,"Fernandez, José Roberto Alves Olmos","Favaretto, Celso Fernando",A condição paradoxal da obra de Arthur Bispo do Rosário,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2e3,NA,FILOSOFIA DA ARTE|ESTÉTICA (ARTE)
1105332,"Werle, Marco Aurélio","Knoll, Victor",A forma da representação poética,filosofia e poesia em Hegel,NA,NA,Tese (Doutorado),FILOSOFIA,2e3,NA,"HEGEL, GEORG WILHELM FRIEDRICH|FILOSOFIA CONTEMPORÂNEA"
1105525,"Mariconda, Pablo Rubén",NA,Diálogo sobre os dois máximos sistemas do mundo,ptolomaico e copernicano de Galileu Galilei,NA,NA,Tese (Livre Docência),FILOSOFIA,2e3,NA,NA
1105531,"Nascimento, Milton Meira do",NA,Figuras do corpo político,o último dos artefatos morais em Rousseau e Pufendorf,NA,NA,Tese (Livre Docência),FILOSOFIA,2e3,NA,NA
1107491,"Almeida, Jorge de","Arantes, Paulo Eduardo",Música e verdade,a estética negativa de Theodor Adorno,NA,NA,Tese (Doutorado),FILOSOFIA,2e3,NA,FILOSOFIA CONTEMPORÂNEA
1108897,"Savian Filho, Juvenal","Chauí, Marilena de Souza",Os escritos teológicos de Boécio,"Tradução, Introdução, e Notas",NA,NA,Dissertação (Mestrado),FILOSOFIA,2e3,NA,LITERATURA LATINA|TEOLOGIA|TRADUÇÃO
1121184,"Salzstein, Sônia","Chauí, Marilena de Souza",A questão moderna,"impasses e perspectivas na arte brasileira, 1910 a 1950",NA,NA,Tese (Doutorado),FILOSOFIA,2e3,NA,ARTES|FILOSOFIA DA ARTE|MODERNISMO
1121299,"Martins, Luiz Renato","Arantes, Paulo Eduardo",A fabricação da pintura de Manet a Rothko,NA,NA,NA,Tese (Doutorado),FILOSOFIA,2e3,NA,PINTURA|MODERNISMO
1121316,"Rodrigues, Henrique Estrada","Matos, Olgária Chain Féres",Sobre restos de restos,história e melancolia em Carlos Drummond de Andrade,NA,NA,Dissertação (Mestrado),FILOSOFIA,2e3,NA,HISTÓRIA|TEMPO
1121339,"Carvalho, Fábio Romeu de","Costa, Newton Carneiro Affonso da",Lógica Paraconsistente Anotada no auxílio às tomadas de decisão na administração de uma Universidade,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2e3,NA,UNIVERSIDADE|ADMINISTRAÇÃO|SISTEMAS LÓGICOS NÃO CLÁSSICOS
1121466,"Cesar, Floriano Jonas","Ribeiro, Renato Janine","Papado, Império e o Pensamento de Marsílio de Pádua",NA,NA,NA,Tese (Doutorado),FILOSOFIA,2e3,NA,FILOSOFIA POLÍTICA
1121483,"Skrock, Everaldo","Santos, Luiz Henrique Lopes dos",Percepção e linguaguem em George Berkeley,NA,NA,NA,Tese (Doutorado),FILOSOFIA,2e3,NA,FILOSOFIA MODERNA|FILOSOFIA DA LINGUAGEM
1121517,"Machado, Beatriz Barcellos","Chauí, Marilena de Souza",Sentidos do Caleidoscópio,uma leitura da Mística a partir de Muhiyyddîn Ibn 'Arabî,NA,NA,Dissertação (Mestrado),FILOSOFIA,2e3,NA,FILOSOFIA ORIENTAL|FILOSOFIA MÍSTICA
1129093,"Cappello, Maria Adriana Camargo","Moura, Carlos Alberto Ribeiro de",Empirismo e intelectualismo na Filosofia de Berkeley,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,FILOSOFIA MODERNA
1129452,"Rocha, Paulo Roberto Pedrozo","Nascimento, Maria das Graças de Souza",Aspectos da vida política segundo João Calvino,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,FILOSOFIA POLÍTICA
1129817,"Andrade, Fernando Dias","Chauí, Marilena de Souza",Pax spinozana,direito natural e direito justo em Espinosa,NA,NA,Tese (Doutorado),FILOSOFIA,2001,NA,"Espinosa, Baruch de|FILOSOFIA POLÍTICA"
1129947,"Santiago, Homero Silveira","Chauí, Marilena de Souza",A ordenação geométrica da parte I dos princípios da filosofia cartesiana,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2e3,NA,FILOSOFIA MODERNA
1130162,"Marsola, Mauricio Pagotto","Arantes, Paulo Eduardo",Subjetividade e ética na crítica de Habermas a Foucault em O Discurso Filosófico da Modernidade,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,FILOSOFIA CONTEMPORÂNEA
1130262,"Barra, Eduardo Salles de Oliveira","Plastino, Caetano Ernesto",De Newton a Kant,a metafísica e o método da ciência da natureza,NA,NA,Tese (Doutorado),FILOSOFIA,2e3,NA,FILOSOFIA MODERNA
1130483,"Silva, Valéria Loturco da","Prado Jr., Bento",O empirismo transcendental na filosofia de Gilles Deleuze,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,FILOSOFIA CONTEMPORÂNEA
1134666,"Moura, Carlos Alberto Ribeiro",NA,Racionalidade e crise,NA,NA,NA,Tese (Livre Docência),FILOSOFIA,2e3,NA,FILOSOFIA (HISTÓRIA)|FILOSOFIA MODERNA|FILOSOFIA CONTEMPORÂNEA
1134890,"Adorno, Fernando Paulo Christe","Loparic, Andrea Maria Altino de Campos",Dois sistemas de lógica não reflexiva,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,LÓGICA|LINGUÍSTICA COMPUTACIONAL
1136144,"Grimberg, Gérard Émile","Costa, Newton Carneiro Affonso da",A constituição da teoria das funções de várias variáveis no século XVIII,o início da análise moderna,NA,NA,Tese (Doutorado),FILOSOFIA,2e3,NA,FILOSOFIA DA CIÊNCIA|FÍSICA MATEMÁTICA
1139313,"Fonseca, Thelma S. M. Lessa da","Moura, Carlos Alberto Ribeiro de",Nietzsche e a Auto-superação da Crítica,NA,NA,NA,Tese (Doutorado),FILOSOFIA,2e3,NA,FILOSOFIA CONTEMPORÂNEA
1182050,"Leïster, Ana Carolina Corrêa da Costa","Chiappin, José Raimundo Novaes",Programa de pesquisa da racionalidade e teoria da decisão,racionalidade e teoria da decisão adaptativa,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,LÓGICA|TEORIA DA DECISÃO
1182300,"Oliveira, Carlos Eduardo de","Estêvão, José Carlos",Intuição e verdade em Guilherme de Ockham,sobre a notícia evidente na primeira questão do prólogo da ordinatio,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,GUILHERME DE OCKHAM|FILOSOFIA MEDIEVAL
1182503,"Barros, Fernando Ribeiro de Moraes","Marton, Scarlett",A maldição transvalorada,o problema da civilização e o anticristo de Nietzsche,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,"NIETZCHE, FRIEDRICH WILHELM|FILOSOFIA CONTEMPORÂNEA"
1182581,"Lacerda, Tessa Moura","Silva, Franklin Leopoldo e",Teoria e prática em Leibniz,a política da metafísica,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,"LEIBNIZ, GOTTFRIED WILHELM|FILOSOFIA MODERNA"
1183299,"Gonçalves, Rosa Gabriella de Castro","Cacciola, Maria Lúcia Mello de Oliveira",Arte e metafísica na filosofia de Schopenhauer,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,"SCHOPENHAUER, ARTHUR|FILOSOFIA CONTEMPORÂNEA"
1183359,"Paula, Julice de","Silva, Franklin Leopoldo e",The picture of Dorian Gray,arte & ética,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,LITERATURA INGLESA (HISTÓRIA E CRÍTICA)|MORAL
1183833,"Mendonça, Cristina Diniz","Arantes, Paulo Eduardo",O mito da resistência,experiência histórica e forma filosófica em Sartre (uma interpretação de L'Être et le Néant),NA,NA,Tese (Doutorado),FILOSOFIA,2001,NA,"SARTRE, JEAN-PAUL|FILOSOFIA CONTEMPORÂNEA"
1188412,"Palacios, Pelayo Moreno","Novaes Filho, Moacyr Ayres","A argumentação filosófica que Agostinho usa no de libero arbitrio, para entender como o homem pode chegar a conhecer que Deus é",NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,FILOSOFIA MEDIEVAL
1189625,"Martins, José Antônio","Estêvão, José Carlos",A questão do intelecto possível em Tomás de Aquino,o contra os averroístas,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,FILOSOFIA MEDIEVAL|FILOSOFIA ÁRABE
1191525,"Abbud, Cristiane Negreiros","Novaes Filho, Moacyr Ayres",Memória e esquecimento no livro X das confissões de Agostinho,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,FILOSOFIA MEDIEVAL|FILOSOFIA CRISTÃ
1200004,"Nascimento, Rodnei Antônio do","Terra, Ricardo Ribeiro",Crítica da economia política no jovem Marx,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,ECONOMIA POLÍTICA|ALIENAÇÃO
1201785,"Andrade, Abrahão Costa","Matos, Olgária Chain Feres",Elementos de uma filosofia da experiência na obra de Paul Ricoeur,NA,NA,NA,Tese (Doutorado),FILOSOFIA,2001,NA,FILOSOFIA CONTEMPORÂNEA|FILOSOFIA DA LINGUAGEM
1204685,"Caiero, Roque da Costa","Costa, Newton Carneiro Affonso da",Tópicos em metodologia formal,a noção de teoria em ciência econômica,NA,NA,Tese (Doutorado),FILOSOFIA,2001,NA,ECONOMIA (TEORIA;METODOLOGIA)|FILOSOFIA DA CIÊNCIA
1208576,"Palhares, Taisa Helena Pascale","Matos, Olgária Chain Feres",Aura e arte em Walter Benjamin,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,FILOSOFIA DA ARTE
1208639,"Caselato, Lygia","Suzuki, Márcio","Solilóquio, ou conselho a um autor",NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,TRADUÇÃO
1209990,"Gentil, Hélio Salles","Silva, Franklin Leopoldo e",Elementos para uma poética da modernidade,uma aproximação à arte do romance em Temps et Récit de Paul Ricoeur,NA,NA,Tese (Doutorado),FILOSOFIA,2001,NA,FILOSOFIA CONTEMPORÂNEA|ROMANCE
1210045,"Mattos, Fernando Costa","Cacciola, Maria Lúcia Mello Oliveira",Conhecimento prático e metafísica especulativa em Kant,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,FILOSOFIA MODERNA|LIBERDADE|MORAL
1213092,"Ferraz Neto, Bento Prado de Almeida","Santos, Luiz Henrique Lopes dos","Fenomenologia nas ""Philosophische Bemerkungen""","tempo, cor e figuração",NA,NA,Tese (Doutorado),FILOSOFIA,2001,NA,FENOMENOLOGIA
1213537,"Cruz, Fernão de Oliveira Salles dos Santos","Moura, Carlos Alberto Ribeiro de",A crítica humeana do finalismo,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,RELIGIÕES PRIMITIVAS
1215428,"Cardim, Leandro Neves","Silva, Franklin Leopoldo e",O claro-obscuro da imagem poética,estudo sobre a imagem literária na obra de Gaston Bachelard,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,FILOSOFIA CONTEMPORÂNEA
1215447,"Ghiraldelli Júnior, Paulo","Matos, Olgária Chain Feres",Neopragmatismo e verdade,NA,NA,NA,Tese (Doutorado),FILOSOFIA,2001,NA,FILOSOFIA CONTEMPORÂNEA|PRAGMATISMO
1215459,"Marques, Silene Torres","Prado Jr., Bento","Ser, tempo e liberdade",as dimensões da ação livre na filosofia de Henri Bergson,NA,NA,Tese (Doutorado),FILOSOFIA,2001,NA,FILOSOFIA CONTEMPORÂNEA (FUNDAMENTOS;TEORIA)|LIBERDADE (FILOSOFIA)
1215716,"Salles, Vanessa Madrona Moreira","Matos, Olgária Chain Feres",Teoria benjaminiana da alegoria a partir do Trauerspielbuch,a concepção da história como catástrofe,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,FILOSOFIA CONTEMPORÂNEA|HISTÓRIA (TEORIA;FILOSOFIA)
1215979,"Tedeia, Gilberto","Terra, Ricardo Ribeiro",Materialismo em Horkheimer nos anos 30,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,MATERIALISMO
1216129,"Salviano, Jarlee Oliveira Silva","Cacciola, Maria Lúcia Mello Oliveira",O niilismo de Schopenhauer,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,NIILISMO
1216192,"Brito, Ari Ricardo Tank","Ribeiro, Renato Janine",Virtudes públicas e privadas,a linguagem do republicanismo no pensamento político de John Stuart Mill,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,FILOSOFIA POLÍTICA
1216199,"Oliveira, Robespierre de","Arantes, Paulo Eduardo",O papel da filosofia na teoria crítica de Herbert Marcuse,NA,NA,NA,Tese (Doutorado),FILOSOFIA,2001,NA,FILOSOFIA POLÍTICA
1226095,"Onate, Alberto Marcos","Marton, Scarlett",Entre eu e si ou,a questão do humano na filosofia de Nietzsche,NA,NA,Tese (Doutorado),FILOSOFIA,2001,NA,FILOSOFIA CONTEMPORÂNEA
1226110,"Ribeiro, Adriano Machado","Kossovitch, Leon",O reverso da filosofia,o caso Górgias,NA,NA,Tese (Doutorado),FILOSOFIA,2001,NA,FILOSOFIA GREGA|RETÓRICA
1226205,"Keinert, Maurício Cardoso","Terra, Ricardo Ribeiro",Da idéia ao juízo,o problema da finalidade na relação entre razão e natureza em Kant,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,NA
1229836,"Pudenzi, Luciana Moreira","Terra, Ricardo Ribeiro",A tensão entre os valores e a neutralidade axiológica da ciência no pensamento de Max Weber,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,CIÊNCIAS SOCIAIS (TEORIA;FILOSOFIA)|FILOSOFIA CONTEMPORÂNEA
1233565,"Perius, Cristiano","Prado Jr., Bento",Retinas Fatigadas,Drummond / Merleau-Ponty,NA,NA,Dissertação (Mestrado),FILOSOFIA,2002,NA,FILOSOFIA
1236641,"Sampaio, Silvia Saviano","Cacciola, Maria Lucia",A subjetividade existencial em Kierkegaard,NA,NA,NA,Tese (Doutorado),FILOSOFIA,2001,NA,FILOSOFIA MODERNA
1240965,"Rezende, Cristiano Novaes de","Chauí, Marilena de Souza","Investigação sobre o conceito de emendatio no proêmio do ""tractatus de intellectus emendatione"" de Espinosa",NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2001,NA,FILOSOFIA MODERNA
1241836,"Ventura, Rejane Maria Bernal","Kossovitch, Leon","Tradução anotada e comentada do dialogo di pittura, de Paolo Pino",NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2002,NA,PINTURA (TEORIA)
1243608,"Vieira Neto, Paulo","Chauí, Marilena de Souza","Real, existente e concreto",algumas considerações sobre a ontologia de Espinosa,NA,NA,Tese (Doutorado),FILOSOFIA,2002,NA,ONTOLOGIA
1244131,"Oliveira, Renata Fonseca de","Matos, Olgária Chain Feres",A retomada da educação formadora como projeto de reencantamento do mundo,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2002,NA,FILOSOFIA DA EDUCAÇÃO
1244166,"Santana, Kleverton Bacelar","Cacciola, Maria Lúcia Mello de Oliveira",Medicina e moral em Nietzsche,NA,NA,NA,Tese (Doutorado),FILOSOFIA,2001,NA,MEDICINA|MORAL
1244192,"Souza, Eliane Christina de","Santos, Luiz Henrique Lopes dos",Discurso e ontologia no Sofista,NA,NA,NA,Tese (Doutorado),FILOSOFIA,2002,NA,FILOSOFIA ANTIGA
1245663,"Stein, Sofia Inês Albornoz","Plastino, Caetano Ernesto",A construção da linguagem e do mundo,aproximações entre as obras de Quine e Carnap,NA,NA,Tese (Doutorado),FILOSOFIA,2002,NA,LÓGICA|EMPIRISMO|SIGNIFICADO
1246747,"Peres, Daniel Tourinho","Giannotti, José Arthur","Lógica, metafísica e política em Kant",um estudo sobre a faculdade de julgar prática,NA,NA,Tese (Doutorado),FILOSOFIA,2002,NA,LÓGICA|METAFÍSICA|POLÍTICA
1247731,"Oliva, Luís César Guimarães","Silva, Franklin Leopoldo e",As marcas do sacrifício,um estudo sobre a possibilidade da história em Pascal,NA,NA,Tese (Doutorado),FILOSOFIA,2002,NA,HISTÓRIA
1249634,"Johanson, Izilda Cristina","Knoll, Victor",A questão estética em Bergson,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2002,NA,ARTES (FILOSOFIA;TEORIA;ANÁLISE)|ESTÉTICA|FILOSOFIA|FILOSOFIA CONTEMPORÂNEA
1249645,"Lima, João Epifânio Regis","Kossovitch, Leon",O livro de arte de Cennino Cennini,"transcrição dos manuscritos, tradução e comentários",NA,NA,Tese (Doutorado),FILOSOFIA,2001,NA,ARTES (TÉCNICAS)|PINTURA (TEORIA;TÉCNICAS)
1255766,"Monteiro, Marianna Francisca Martins","Matos, Olgária Chain Feres",Espetáculo e devoção,burlesco e teologia-política nas danças populares brasileiras,NA,NA,Tese (Doutorado),FILOSOFIA,2002,NA,DANÇA POPULAR
1256389,"Lopes, Ruy Sardinha","Arantes, Otilia Beatriz Fiori",A imagem na era de sua reprodutibilidade eletrônica,NA,The image in the age of electronic reproduction,NA,Dissertação (Mestrado),FILOSOFIA,1995,NA,ARTE CONTEMPORÂNEA|CAPITALISMO|ESTÉTICA|FILOSOFIA|PÓS-MODERNISMO|VÍDEO-ARTE
1259531,"Machado Filho, Moysés Floriano","Chauí, Marilena de Souza",Historiola animi,"a experiência intelectual no prólogo do tractatus de intellectus emendatione, de Baruch de Espinosa",NA,NA,Dissertação (Mestrado),FILOSOFIA,2002,NA,FILOSOFIA
1259609,"Russo, Marisa","Souza, Maria das Graças Nogueira de",Irritabilidade e sensibilidade,fisiologia e filosofia de Albrecht Haller,NA,NA,Tese (Doutorado),FILOSOFIA,2002,NA,FISIOLOGIA|FILOSOFIA
1259757,"Rinesi, Eduardo Francisco","Ribeiro, Renato Janine",Política e tragédia,"Hamlet, entre Maquiavel e Hobbes",NA,NA,Tese (Doutorado),FILOSOFIA,2002,NA,POLÍTICA|TRAGÉDIA (LITERATURA)
1261647,"Berlinck, Luciana de Souza Chaui Mattos","Matos, Olgária Chain Feres",Melancolia,rastros de dor e perda,NA,NA,Dissertação (Mestrado),FILOSOFIA,2002,NA,DEPRESSÃO (ASPECTOS SOCIAIS)|FILOSOFIA CONTEMPORÂNEA
1261675,"Gomes, Evandro Luís","Costa, Newton Carneiro Affonso da",Sobre a história da lógica no Brasil,da lógica das faculdades à lógica positiva (1808-1909),NA,NA,Dissertação (Mestrado),FILOSOFIA,2002,NA,LÓGICA (HISTÓRIA)
1264100,"Forlin, Enéias Junior","Silva, Franklin Leopoldo e",A teoria cartesiana da verdade,NA,NA,NA,Tese (Doutorado),FILOSOFIA,2002,NA,FILOSOFIA MODERNA
1264120,"Jatobá, Maria Luiza Machado","Kossovitch, Leon",Distância íntima,rastros do inconsciente na obra de Ely Bueno,NA,NA,Tese (Doutorado),FILOSOFIA,2002,NA,ARTISTAS PLÁSTICOS|PSICANÁLISE
1267564,"Maamari, Adriana Mattar","Souza, Maria das Graças de","A instrução pública e os princípios de igualdade, liberdade e humanidade em Condorcet",NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2002,NA,FILOSOFIA MODERNA
1268893,"Laranjeiras, Cássio Costa","Chiappin, José Raimundo Novaes",O programa de pesquisa de Ludwig Boltzmann para a mecânica estatística,uma reconstrução racional,NA,NA,Tese (Doutorado),FILOSOFIA,2002,NA,MECÂNICA ESTATÍSTICA|SOLUÇÃO DE PROBLEMAS|TEORIA CIENTÍFICA
1269134,"Ostrensky, Eunice","Ribeiro, Renato Janine",As revoluções do poder,estudo sobre o pensamento político inglês entre 1640 e 1649,NA,NA,Tese (Doutorado),FILOSOFIA,2002,NA,FILOSOFIA
1272666,"Martins, Ana Maria da Silva","Nascimento, Milton Meira do",O direito natural na teoria política de Jean-Jacques Rousseau,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2002,NA,DIREITO NATURAL|CONTRATO SOCIAL|LIBERDADE|VONTADE
1278016,"Pimenta, Pedro Paulo Garrído","Cacciola, Maria Lúcia Mello de Oliveira","A ""linguagem das formas""",ensaio sobre o estatuto do belo na filosofia de Shaftesbury,NA,NA,Tese (Doutorado),FILOSOFIA,2002,NA,MANUSCRITOS|BELO (FILOSOFIA)
1278138,"Bonassa, Elvis Cesar","Matos, Olgária Chain Feres",As palavras silenciosas,NA,NA,NA,Tese (Doutorado),FILOSOFIA,2002,NA,ILUMINISMO|LINGUAGEM|HISTÓRIA|ALIENAÇÃO
1278146,"Carvalho, Frank Viana","Nascimento, Milton Meira do",As vindiciae contra tyrannos e os monarcômacos,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2002,NA,DIREITO NATURAL|AUTORITARISMO (SISTEMAS DE GOVERNO)
1278148,"Nascimento, Cristiane Maria Rebello","Kossovitch, Leon",A doutrina da pintura antiga de Francisco de Holanda,NA,NA,NA,Tese (Doutorado),FILOSOFIA,2002,NA,NA
1278412,"Piauí, William de Siqueira","Silva, Franklin Leopoldo e",Espécies individuais e princípios de individuação na filosofia de Leibniz,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,2002,NA,FILOSOFIA MODERNA
